disease,model,run,llm_n,overlap_panther,overlap_enrichr,overlap_gprofiler,overlap_union,union_size,jaccard_union,recall_union
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run037,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run037,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run038,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run038,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run038,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run038,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run038,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run038,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run039,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run039,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run039,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run039,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run039,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run039,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run040,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run040,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run040,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run040,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run040,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run040,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run041,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run041,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run041,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run041,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run041,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run041,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run042,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run042,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run042,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run042,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run042,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run042,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run043,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run043,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run043,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run043,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run043,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run043,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run044,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run044,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run044,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run044,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run044,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run044,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run045,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run045,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run045,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run045,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run045,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run045,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run046,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run046,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run046,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run046,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run046,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run046,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run047,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run047,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run047,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run047,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run047,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run047,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run048,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run048,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run048,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run048,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run048,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run048,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run049,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run049,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run049,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run049,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run049,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run049,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run050,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run050,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run050,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run050,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run050,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run050,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run051,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run051,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run051,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run051,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run051,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run051,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run052,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run052,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run052,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run052,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run052,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run052,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run053,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run053,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run053,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run053,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run053,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run053,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run055,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run055,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run055,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run055,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run055,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run055,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run056,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run056,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run056,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run056,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run056,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run056,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run057,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run057,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run057,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run057,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run057,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run057,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run058,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run058,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run058,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run058,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run058,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run058,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run059,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run059,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run059,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run059,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run059,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run059,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run060,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run060,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run060,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run060,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run060,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run060,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run061,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run061,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run061,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run061,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run061,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run061,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run062,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run062,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run062,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run062,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run062,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run062,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run063,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run063,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run063,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run063,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run063,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run063,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run064,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run064,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run064,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run064,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run064,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run064,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run065,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run065,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run065,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run065,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run065,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run065,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run066,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run066,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run066,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run066,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run066,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run066,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run067,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run067,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run067,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run067,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run067,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run067,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run068,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run068,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run068,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run068,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run068,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run068,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run069,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run069,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run069,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run069,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run069,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run069,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run070,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run070,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run070,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run070,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run070,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run070,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run071,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run071,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run071,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run071,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run071,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run071,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run072,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run072,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run072,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run072,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run072,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run072,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run073,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run073,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run073,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run073,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run073,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run073,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run074,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run074,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run074,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run074,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run074,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run074,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run075,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run075,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run075,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run075,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run075,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run075,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run076,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run076,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run076,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run076,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run076,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run076,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run077,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run077,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run077,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run077,10,0,0,0,0,19,0.000,0.000
