model,disease,run,llm_n,kept,dropped,coverage,zero_kept
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run057,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run057,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run057,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run058,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run058,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run058,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run058,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run058,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run058,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run059,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run059,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run059,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run059,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run059,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run059,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run060,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run060,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run060,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run060,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run060,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run060,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run061,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run061,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run061,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run061,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run061,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run061,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run062,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run062,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run062,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run062,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run062,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run062,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run063,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run063,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run063,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run063,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run063,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run063,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run064,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run064,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run064,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run064,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run064,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run064,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run065,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run065,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run065,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run065,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run065,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run065,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run066,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run066,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run066,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run066,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run066,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run066,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run067,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run067,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run067,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run067,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run067,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run067,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run068,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run068,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run068,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run068,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run068,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run068,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run069,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run069,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run069,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run069,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run069,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run069,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run070,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run070,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run070,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run070,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run070,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run070,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run071,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run071,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run071,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run071,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run071,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run071,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run072,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run072,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run072,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run072,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run072,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run072,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run073,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run073,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run073,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run073,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run073,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run073,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run074,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run074,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run074,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run074,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run074,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run074,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run075,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run075,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run075,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run075,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run075,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run075,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run076,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run076,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run076,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run076,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run076,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run076,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run077,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run077,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run077,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run077,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run077,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run077,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run078,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run078,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run078,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run078,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run078,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run078,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run079,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run079,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run079,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run079,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run079,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run079,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run080,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run080,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run080,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run080,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run080,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run080,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run081,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run081,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run081,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run081,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run081,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run081,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run082,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run082,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run082,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run082,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run082,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run082,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run083,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run083,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run083,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run083,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run083,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run083,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run084,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run084,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run084,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run084,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run084,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run084,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run085,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run085,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run085,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run085,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run085,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run085,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run086,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run086,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run086,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run086,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run086,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run086,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run087,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run087,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run087,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run087,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run087,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run087,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run088,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run088,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run088,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run088,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run088,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run088,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run089,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run089,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run089,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run089,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run089,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run089,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run090,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run090,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run090,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run090,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run090,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run090,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run091,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run091,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run091,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run091,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run091,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run091,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run092,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run092,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run092,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run092,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run092,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run092,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run093,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run093,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run093,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run093,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run093,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run093,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run094,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run094,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run094,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run094,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run094,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run094,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run095,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run095,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run095,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run095,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run095,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run095,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run096,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run096,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run096,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run096,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run096,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run096,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run097,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run097,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run097,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run097,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run097,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run097,10,0,10,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run098,10,2,8,0.200,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run098,10,4,6,0.400,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run098,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run098,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run098,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run098,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run099,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run099,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run099,10,2,8,0.200,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run099,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run099,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run099,4,0,4,0.000,1
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run100,10,1,9,0.100,0
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run100,10,5,5,0.500,0
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run100,9,2,7,0.222,0
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run100,10,2,8,0.200,0
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run100,10,1,9,0.100,0
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run100,4,0,4,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run001,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run001,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run001,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run001,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run001,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run001,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run002,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run002,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run002,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run002,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run002,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run002,10,0,10,0.000,1
